Country,Name,Profession,Influence Score
India,Bobby Jindal, Elected Officials,416295
China,Janel Parrish, Entertainment,81355
China,Amy Tan, Literature,80795
China,CoCo Lee, Music,80770
China,Francis B. Wai, Military,78781
China,Melissa Lee, Media,77746
China,William Hung, Entertainment,77195
China,Chang Yi Wang, Civil Rights,77169
China,George Hu, Entertainment,76845
China,Timothy Tau, Literature,76732
China,Timothy Tau, Entertainment,76732
China,Vanness Wu, Entertainment,76535
China,Iris Chang, Media,76523
China,Jay Chen, Politics and government,76383
China,Crystal Lee, Other,76278
China,Oscar Tang, Business,75573
China,Wendi Deng, Business,75237
China,Ming-Na Wen, Entertainment,75228
China,Carrie Ann Inaba, Entertainment,74749
China,Ching W. Tang, Civil Rights,74670
China,Xu Bing, Arts,74427
China,Margaret Chin, Politics and government,74006
China,Annabel Chong, Entertainment,73810
China,Victor Sen Yung, Entertainment,73357
China,Only Won, Music,73060
China,Eddie Huang, Entertainment,72836
China,Tony Hsieh, Business,72780
China,Laura Ling, Media,72331
China,Harry Wu, Civil Rights,72068
China,Amy Chua, Law and judiciary,71434
China,Fred Chang, Business,71233
China,Leon Chua, Civil Rights,70745
China,Martin Yan, Entertainment,70242
China,Ivana Hong, Sports,69082
China,Andrew Yao, Civil Rights,68851
China,Daniel Chee Tsui, Civil Rights,68445
China,Ken Hom, Entertainment,68145
China,Vienna Teng, Music,67887
China,Yitang Zhang, Civil Rights,67511
China,Greg Tseng, Business,67507
China,Frank H. Wu, Civil Rights,67112
China,Ann Lee, Civil Rights,66702
China,Lanhee Chen, Politics and government,66477
China,Jennifer 8. Lee, Media,65267
China,Shien Biau Woo, Politics and government,64844
China,Andrew Lih, Civil Rights,64335
China,Alfred Lin, Business,64075
China,Malese Jow, Entertainment,63909
China,Kim Ng, Business,63546
China,Jason Wu, Fashion design,63466
China,Justin Lo, Music,63429
China,Maxine Hong Kingston, Literature,63399
China,Rudy Gunawan, Sports,63378
China,Allan Fung, Politics and government,62558
China,Anna Sui, Fashion design,62274
China,Li Lu, Business,62037
China,Weili Dai, Business,61969
China,Edward Lu, Civil Rights,61526
China,Ming Tsai, Entertainment,61243
China,Tyson Beckford, Entertainment,61086
China,Susan C. Lee, Politics and government,60862
China,Ha Jin, Literature,60646
China,Betty Ong, Other,59982
China,Marilyn Chin, Literature,59911
China,John S. Chen, Business,59816
China,Dolly M. Gee, Law and judiciary,59767
China,Steve Chen, Business,59340
China,Steve Chen, Business,59340
China,Harry Shum, Entertainment,58902
China,Bright Sheng, Music,58864
China,JuJu Chan, Entertainment,58186
China,Frank Shu, Civil Rights,58151
China,Ted Chiang, Literature,58101
China,Mun Charn Wong, Business,57769
China,Mun Charn Wong, Military,57769
China,Portia Li, Media,57189
China,Liu Yifei, Entertainment,57057
China,Shannon Lee, Entertainment,56744
China,Judy Yung, Literature,56592
China,Tiffany Chin, Sports,56565
China,Janet Hsieh, Entertainment,56414
China,Chiang Nan, Media,55869
China,Feodor Chin, Entertainment,55799
China,Ken Leung, Entertainment,55702
China,Gwendoline Yeo, Entertainment,55597
China,Peter Koo, Politics and government,55513
China,Huping Ling, Civil Rights,55509
China,Michelle Krusiec, Entertainment,55404
China,Min Chiu Li, Civil Rights,55156
China,Wong Chin Foo, Civil Rights,54826
China,Yishan Wong, Business,54801
China,Thomas W. Chinn, Civil Rights,54796
China,Yiyun Li, Literature,54786
China,Xiaodong Wang, Civil Rights,54708
China,Jason Scott Lee, Entertainment,54426
China,Goh Choo San, Arts,54236
China,Gerald Tsai, Business,54173
China,Wayne Lo, Other,53984
China,Laurence Yep, Literature,53758
China,May Sun, Arts,53488
China,Kristina Wong, Entertainment,53454
China,Him Mark Lai, Civil Rights,53382
China,James Yee, Military,53325
China,Chuti Tiu, Entertainment,52782
China,Mel Chin, Arts,52760
China,Al Young, Media,52667
China,Al Young, Sports,52667
China,Mark Chung, Sports,52633
China,Wayne Wang, Arts,52563
China,Russell Wong, Entertainment,52553
China,Ed Wang, Sports,52356
China,Wilma Chan, Politics and government,52220
China,Adeline Yen Mah, Literature,52090
China,Sheryl WuDunn, Media,52055
China,An Wang, Business,51919
China,An Wang, Civil Rights,51919
China,Archie Kao, Entertainment,51561
China,Yung Wing, Other,51413
China,Michaela Conlin, Entertainment,51361
China,Min Chueh Chang, Civil Rights,51336
China,Morgan Chu, Law and judiciary,51078
China,Norman Bay, Law and judiciary,50903
China,William Wang, Business,50809
China,Flora Chan, Music,50714
China,Zhou Long, Music,50565
China,Kevin Tan, Sports,50558
China,Peidong Yang, Civil Rights,50490
China,Dawen, Music,50476
China,Christine Chen, Media,50463
China,Ronald Lew, Law and judiciary,50286
China,Mimi So, Arts,50175
China,Taylor Wang, Civil Rights,50120
China,Tyson Mao, Other,49968
China,Brian Sun, Law and judiciary,49841
China,Yuet Wai Kan, Civil Rights,49754
China,Kenneth Tse, Music,49615
China,Sewell Chan, Media,49587
China,Frank Chin, Literature,49508
China,Jade Snow Wong, Literature,49134
China,Gish Jen, Literature,49124
China,Lynn Chen, Entertainment,49039
China,Kaity Tong, Media,48914
China,Welly Yang, Entertainment,48865
China,Henry C. Lee, Civil Rights,48379
China,Marie Matiko, Entertainment,48348
China,Garrett Wang, Entertainment,47002
China,Tyrus Wong, Arts,46912
China,Robin Shou, Entertainment,46850
China,Xu Xi, Literature,46697
China,Meiling Melan_on, Entertainment,46651
China,Kai Huang, Business,46562
China,Lisa See, Literature,46540
China,Hazel Ying Lee, Military,46298
China,Louis Ozawa Changchien, Entertainment,46170
China,Paul Tseng, Civil Rights,46071
China,Esther Eng, Entertainment,45988
China,Mark Foo, Sports,45976
China,Kjell N. Lindgren, Civil Rights,45851
China,Tung Hua Lin, Civil Rights,45810
China,Miranda Kwok, Entertainment,45700
China,Sherman Wu, Civil Rights,45632
China,Jean Kwok, Literature,45341
China,Eugenia Yuan, Entertainment,45281
China,Goo Kim Fui, Politics and government,45253
China,Coral Wong Pietsch, Military,45188
China,Joyce Kennard, Law and judiciary,44547
China,Ping Tom, Business,44147
China,Larissa Lam, Music,44029
China,Anchee Min, Literature,43877
China,Ben Chiu, Business,43831
China,Ming C. Lin, Civil Rights,43675
China,Jessika Van, Entertainment,43674
China,Mynette Louie, Entertainment,43594
China,Dan Lin, Business,43509
China,George H. King, Law and judiciary,43480
China,Ke Huy Quan, Entertainment,43428
China,John Lone, Entertainment,43332
China,Phillip Lim, Fashion design,43258
China,Carol Lin, Media,43242
China,Tze Chun, Entertainment,43177
China,Ming Chin, Law and judiciary,42845
China,Vivienne Tam, Fashion design,42808
China,Veronica De La Cruz, Media,42774
China,Melissa Ng, Entertainment,42628
China,Joanna Wang, Entertainment,42398
China,Celina Jade, Entertainment,42199
China,Mae Yih, Politics and government,42194
China,Dan Kwong, Entertainment,42047
China,Victoria Chang, Literature,41929
China,David Wong Louie, Literature,41774
China,Lew Hing, Business,41748
China,Shawn Wong, Literature,41679
China,Raymond Kwok Chow, Other,41668
China,Sam Chang, Business,41104
China,Tom Y. Chan, Business,41008
China,Alex Wan, Politics and government,40909
China,Byron Mann, Entertainment,40800
China,Vern Yip, Entertainment,40768
China,William F. Lee, Law and judiciary,40567
China,Choh Hao Li, Civil Rights,40455
China,Andrew Cherng, Business,40113
China,T. V. Carpio, Entertainment,39944
China,Kiana Tom, Entertainment,39911
China,William C. Hsiao, Civil Rights,39890
China,Yiaway Yeh, Politics and government,39603
China,Lisa Wang, Sports,39594
China,Jessica Yu, Arts,39385
China,Jeff Yang, Media,39336
China,Grace Wong, Entertainment,39220
China,China Chow, Entertainment,39111
China,Lara Veronin, Music,39004
China,Shing, Civil Rights,38850
China,John C. Young, Military,38750
China,Malinda Lo, Literature,38732
China,Peter Som, Fashion design,38701
China,Catalina Yue, Entertainment,38673
China,Catalina Yue, Music,38673
China,Bette Bao Lord, Literature,38569
China,Aaron Shang, Entertainment,38550
China,Frances Yao, Civil Rights,38533
China,Lan Samantha Chang, Literature,38483
China,Roger Fan, Entertainment,38315
China,March Fong Eu, Politics and government,38305
China,Ching Chun Li, Civil Rights,38130
China,Will Tiao, Entertainment,38003
China,Helen Zia, Civil Rights,37903
China,Eric Liu, Literature,37733
China,Derek Lam, Fashion design,37554
China,Helen Wong, Entertainment,37388
China,Freida Lee Mock, Arts,37296
China,Doug Chiang, Fashion design,37242
China,Stephen Z.D. Cheng, Civil Rights,37041
China,Roger H. Chen, Business,37008
China,John Tu, Business,37003
China,Mandy Cho, Entertainment,37003
China,Liang May Seen, Other,36863
China,Sam Chu Lin, Media,36817
China,Mary Ping, Fashion design,36675
China,Robert Chen, Music,36587
China,Jianlin Cheng, Civil Rights,36527
China,David S. C. Chu, Military,36474
China,Jimmy Ouyang, Entertainment,36437
China,Ben Calhoun, Media,36244
China,Joe Hin Tjio, Civil Rights,36221
China,Ben Fee, Literature,36169
China,Andrew Chou, Music,36122
China,Huajian Gao, Civil Rights,36093
China,Yin Chang, Entertainment,36085
China,Kai, Business,35888
China,Jodi Long, Entertainment,35870
China,Nancy Zhou, Music,35863
China,Perry Chen, Business,35803
China,Yuan, Civil Rights,35791
China,Ping Chong, Arts,35686
China,Arthur Chin, Military,35679
China,Lue Gim Gong, Civil Rights,35657
China,Kelvin Han Yee, Entertainment,35562
China,Julia Nickson, Entertainment,35523
China,James Hiroyuki Liao, Entertainment,35497
China,John Chuang, Business,35248
China,Anna Chao Pai, Civil Rights,34995
China,Ron Chew, Media,34968
China,Ed Lin, Literature,34890
China,Karin Anna Cheung, Entertainment,34628
China,Tiffany Lam, Entertainment,34606
China,Ming Hsieh, Business,34487
China,Yo, Music,34361
China,Chin Lin Sou, Politics and government,34301
China,Wenlan Chia, Fashion design,34058
China,Ne, Music,33944
China,Laura Chang, Media,33843
China,Raymond Wu, Entertainment,33837
China,Fang, Entertainment,33773
China,Clara Elizabeth Chan Lee, Other,33722
China,Ruby Yang, Entertainment,33649
China,Arvin Chen, Entertainment,33433
China,Irene Ng, Entertainment,33073
China,Timothy C. Wong, Literature,32838
China,Gus Lee, Literature,32685
China,Kelly Vitz, Entertainment,32669
China,Delbert Wong, Law and judiciary,32629
China,Shunza, Music,32484
China,Corrie Lothrop, Sports,32453
China,Dyana Liu, Entertainment,32423
China,Way Kuo, Civil Rights,32362
China,Rupert Jee, Entertainment,32325
China,Jen Kao, Fashion design,32261
China,Joe Zee, Fashion design,32028
China,Charles Goodall Lee, Civil Rights,31954
China,Lin He, Civil Rights,31924
China,Thomas Tang, Law and judiciary,31904
China,Alfred Chuang, Business,31768
China,Donald Tang, Business,31643
China,Nancy, Politics and government,31535
China,William Marr, Literature,31529
China,Sophia Yan, Music,31182
China,XiXi Yang, Entertainment,31161
China,Katherine Young, Other,31085
China,Kevin Wong, Sports,31065
China,James C. Wang, Civil Rights,31035
China,Andrea Wong, Business,31013
China,Yan Huo, Business,30978
China,Ivan Shaw, Entertainment,30805
China,Jimmy Chiang, Business,30745
China,Gilbert Chu, Civil Rights,30716
China,Chuck Sun, Sports,30530
China,Jim Chen, Civil Rights,30442
China,Mock Duck, Other,30333
China,David Yu, Business,30257
China,Dai, Music,30162
China,Jon Jang, Music,30054
China,Wah Kau Kong, Military,30052
China,Tsung, Civil Rights,29848
China,Wen Tsing Chow, Civil Rights,29814
China,Seong Moy, Arts,29794
China,Karen Kwan, Sports,29743
China,John Liew, Business,29671
China,Cho, Music,29467
China,Edward Wong, Media,29295
China,Robert C. T. Lee, Civil Rights,29049
China,Joseph Lin, Music,28770
China,Robert T. Huang, Business,28571
China,Joe Allen Hong, Fashion design,28490
China,Sow, Civil Rights,28441
China,Nai, Civil Rights,28362
China,David Jung, Civil Rights,28312
China,David T. Wong, Civil Rights,28305
China,Anthony Yuen, Media,28254
China,David Ren, Entertainment,28121
China,Little Pete, Other,27947
China,Junying Yu, Civil Rights,27907
China,Johnny Kan, Business,27632
China,Bing Yeh, Business,27402
China,Ching Ho Cheng, Arts,27322
China,Pehong Chen, Business,26794
China,Jameson Hsu, Business,26202
China,Wen, Civil Rights,26096
China,Ken Xie, Business,25855
China,Pei, Civil Rights,25738
China,Harry Lee, Politics and government,25688
China,Cyrus Tang, Business,25595
China,Allen Chao, Business,25021
China,Feng, Civil Rights,24710
China,Jen, Business,24606
China,Christine Wang, Arts,24316
China,Christine Wang, Fashion design,24316
China,Jerry Yang, Business,23432
China,Nan Zhang, Entertainment,23228
China,Phillip King, Sports,22755
China,Norman Liu, Business,22728
China,Michael Wong, Entertainment,22640
China,Michelle Lee, Entertainment,22559
China,Ed Lee, Politics and government,22534
China,Ray Chang, Sports,22467
China,David Chu, Business,22447
China,Baiyu, Music,22323
China,Chi Cheng, Music,22270
China,Victor Wong, Entertainment,22254
China,Emily Chang, Media,22149
China,John Yang, Media,21920
China,John Chiang, Politics and government,21913
China,Alexander Wang, Fashion design,21909
China,Steven Ho, Entertainment,21856
China,Xiong Yan, Military,21854
China,Jeff Chang, Media,21852
China,Danny Pang, Business,21826
China,Jack Hsu, Music,21739
China,Sam Wang, Civil Rights,21731
China,Alan Chin, Arts,21695
China,Amber Liu, Music,21488
China,Frank Wu, Arts,21464
